        A,         B,    NUM_LANES,    CAPACITY,    DISTANCE,    POSTSPD,    FTC2
     23669,       240,         1,     10000,      0.53,     12.50,         0
     23689,       240,         1,     10000,      0.61,     12.50,         0
     23689,       249,         1,     10000,      0.50,     12.50,         0
     23715,       241,         1,     10000,      0.77,     12.50,         0
     23715,       242,         1,     10000,      0.76,     12.50,         0
     23725,       230,         1,     10000,      1.05,     12.50,         0
     23739,       229,         1,     10000,      0.38,     12.50,         0
     23739,       241,         1,     10000,      1.15,     12.50,         0
     23763,       231,         1,     10000,      0.93,     12.50,         0
     23774,       233,         1,     10000,      1.04,     12.50,         0
     23781,       234,         1,     10000,      1.21,     12.50,         0
     23787,       235,         1,     10000,      1.37,     12.50,         0
     23788,       229,         1,     10000,      0.89,     12.50,         0
     23815,       231,         1,     10000,      0.26,     12.50,         0
     23815,       232,         1,     10000,      0.48,     12.50,         0
     23855,       231,         1,     10000,      1.02,     12.50,         0
     23855,       233,         1,     10000,      0.47,     12.50,         0
     23875,       233,         1,     10000,      0.43,     12.50,         0
     23875,       234,         1,     10000,      0.33,     12.50,         0
     23893,       234,         1,     10000,      0.84,     12.50,         0
     23895,       235,         1,     10000,      0.63,     12.50,         0
     23899,       235,         1,     10000,      1.58,     12.50,         0
     23913,       235,         1,     10000,      0.32,     12.50,         0
     23913,       264,         1,     10000,      0.50,     12.50,         0
     23945,       249,         1,     10000,      0.57,     12.50,         0
     23971,       242,         1,     10000,      1.35,     12.50,         0
     23977,       232,         1,     10000,      0.90,     12.50,         0
     23983,       239,         1,     10000,      1.23,     12.50,         0
     23985,       231,         1,     10000,      1.15,     12.50,         0
     23989,       238,         1,     10000,      1.97,     12.50,         0
     23995,       233,         1,     10000,      1.38,     12.50,         0
     23999,       234,         1,     10000,      1.46,     12.50,         0
     24004,       238,         1,     10000,      1.21,     12.50,         0
     24041,       244,         1,     10000,      0.66,     12.50,         0
     24045,       246,         1,     10000,      0.98,     12.50,         0
     24063,       244,         1,     10000,      0.44,     12.50,         0
     24063,       245,         1,     10000,      0.76,     12.50,         0
     24073,       244,         1,     10000,      0.62,     12.50,         0
     24073,       249,         1,     10000,      0.56,     12.50,         0
     24109,       243,         1,     10000,      0.54,     12.50,         0
     24109,       250,         1,     10000,      0.72,     12.50,         0
     24111,       242,         1,     10000,      0.38,     12.50,         0
     24111,       243,         1,     10000,      0.51,     12.50,         0
     24137,       243,         1,     10000,      1.39,     12.50,         0
     24139,       230,         1,     10000,      0.20,     12.50,         0
     24163,       239,         1,     10000,      1.12,     12.50,         0
     24163,       277,         1,     10000,      0.76,     12.50,         0
     24197,       239,         1,     10000,      1.38,     12.50,         0
     24215,       238,         1,     10000,      1.18,     12.50,         0
     24215,       276,         1,     10000,      0.67,     12.50,         0
     24261,       245,         1,     10000,      0.72,     12.50,         0
     24261,       247,         1,     10000,      1.11,     12.50,         0
     24305,       245,         1,     10000,      0.76,     12.50,         0
     24305,       255,         1,     10000,      0.45,     12.50,         0
     24379,       250,         1,     10000,      0.81,     12.50,         0
     24379,       254,         1,     10000,      0.50,     12.50,         0
     24429,       250,         1,     10000,      1.38,     12.50,         0
     24429,       251,         1,     10000,      0.17,     12.50,         0
     24435,       251,         1,     10000,      0.75,     12.50,         0
     24435,       252,         1,     10000,      0.56,     12.50,         0
     24463,       277,         1,     10000,      0.82,     12.50,         0
     24471,       261,         1,     10000,      0.52,     12.50,         0
     24503,       276,         1,     10000,      2.04,     12.50,         0
     24503,       277,         1,     10000,      1.16,     12.50,         0
     24533,       276,         1,     10000,      0.83,     12.50,         0
     24533,       279,         1,     10000,      0.50,     12.50,         0
     24589,       248,         1,     10000,      0.92,     12.50,         0
     24589,       256,         1,     10000,      0.40,     12.50,         0
     24625,       258,         1,     10000,      0.74,     12.50,         0
